product_id,product_name,barcode,old_image_url,new_image_url,source,score,status
1940,ايس كريم كيت كات كونو,6222020802899,https://www.qebox.app/qebox/wp-content/uploads/2025/04/Artboard-%D9%A2%D9%A0.png,https://images.openfoodfacts.org/images/products/622/202/080/2899/front_en.4.400.jpg,OpenFoodFacts-Barcode,97,resolved
1354,برنش كرواسون جبنه بيضاء,6223003191269,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/p/a/pate_with_white_cheese_-_6223003190033.jpg,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/p/a/pate_with_white_cheese_-_6223003190033.jpg,DDGS-Image-Search,95,resolved
1957,استيك اسكويز ليمون وتوت,6222020806910,https://www.qebox.app/qebox/wp-content/uploads/2025/04/Artboard-%D9%A2%D9%A5.png,https://images.openfoodfacts.org/images/products/622/202/080/6910/front_en.4.400.jpg,OpenFoodFacts-Barcode,97,resolved
2014,كاندي فروت 5ج,6223004910357,,https://hamiescandles.com/wp-content/uploads/2024/01/posters-different-colorful-fruit-candy-close-up.jpg,DDGS-Image-Search,40,resolved
1935,ايس كريم ميجا-توت,6222020808471,https://www.qebox.app/qebox/wp-content/uploads/2025/04/Untitled-1-Recovered-0%D9%A9.png,https://www.qebox.app/qebox/wp-content/uploads/2025/04/Untitled-1-Recovered-0٩.png,DDGS-Image-Search,75,resolved
2028,كرت حجاره افيريدي اسود,6223001580270,,,,0,not_resolved
2067,برسيل جل بلاك 1لتر,,,https://m.media-amazon.com/images/I/71e36CcEpUL._AC_SL1500_.jpg,DDGS-Image-Search,90,resolved
2048,كرميله تيك تاك,8000500227268,,https://cdn.youcan.shop/stores/ba2474ab01e512d31ee3d584e31c0efe/products/BlYNkLNkiAbiH4PrJ7i5I3hCnlLPPJPLLTZWjBx9.webp,DDGS-Image-Search,40,resolved
2073,توصيل,222,,https://www4.0zz0.com/2023/11/07/17/958768372.jpg,DDGS-Image-Search,40,resolved
1843,سفن صاروخ زجاج,6223001367109,https://assets.matjrah.store/images/1510/image/cache/catalog/productimage/23254dd874139ff259014d6292f49d9b5d70-500x500.jpg,https://gate.ahram.org.eg/Media/News/2014/10/19/2014-635493110794357127-435_main.jpg,DDGS-Image-Search,40,resolved
2027,ايس كريم كيمو كونو بستاشيو,6222020808099,https://www.qebox.app/qebox/wp-content/uploads/2025/04/Artboard-%D9%A3%D9%A4.png,,,0,not_resolved
2047,ولعتين فيليه مشوي بالاعشاب,6624000699657,https://www.riccostores.com/image/cache/catalog/bt_product/Frozen/Fillett%2BGrill-800x923.jpg,,,0,not_resolved
1690,شوكو رايس 25جم,6221012003887,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/6/2/6221012251042ff250g.jpg,https://biznes.it/wp-content/uploads/2020/10/Rozwiazanie-najmu-za-porozumieniem-stron-768x874.jpg,DDGS-Image-Search,40,resolved
